,Unnamed: 0,Postleitzahl,Anzahl,PLZ4,%_IN_GDE,KTKZ,GDENR,GDENAMK
572,573,4125.0,2,4125.0,99.97,BS,2703.0,Riehen
573,574,3818.0,2,3818.0,96.33,BE,576.0,Grindelwald
574,575,4652.0,2,4652.0,99.81,SO,2501.0,Winznau
575,576,1669.0,2,1669.0,100.0,FR,2121.0,Haut-Intyamon
576,577,9322.0,2,9322.0,38.99,TG,4411.0,Egnach
577,578,1625.0,2,1625.0,65.03,FR,2152.0,Sâles
578,579,1636.0,2,1636.0,99.81,FR,2124.0,Broc
579,580,4203.0,2,4203.0,100.0,BL,2786.0,Grellingen
580,581,1868.0,2,1868.0,50.79,VS,6152.0,Collombey-Muraz
581,582,1632.0,2,1632.0,99.58,FR,2148.0,Riaz
582,583,8501.0,2,,,,,
583,584,1637.0,2,1637.0,81.59,FR,2163.0,Val-de-Charmey
584,585,9469.0,2,9469.0,0.12,SG,3271.0,Buchs (SG)
585,586,2605.0,2,2605.0,96.64,BE,444.0,Sonceboz-Sombeval
586,587,1690.0,2,1690.0,100.0,FR,2111.0,Villaz-Saint-Pierre
587,588,1025.0,2,1025.0,99.86,VD,5648.0,Saint-Sulpice (VD)
588,589,1224.0,2,1224.0,67.25,GE,6612.0,Chêne-Bougeries
589,590,5442.0,2,5442.0,99.91,AG,4027.0,Fislisbach
590,591,2087.0,2,2087.0,96.82,NE,6451.0,Cornaux
591,592,1643.0,2,1643.0,44.9,FR,2122.0,Pont-en-Ogoz
592,593,4419.0,2,4419.0,100.0,BL,2830.0,Lupsingen
593,594,1292.0,2,1292.0,0.11,GE,6621.0,Genève
594,595,1712.0,2,1712.0,10.91,FR,2291.0,Alterswil
595,596,3717.0,2,3717.0,25.24,BE,564.0,Kandergrund
596,597,4587.0,2,4587.0,9.71,SO,2465.0,Buchegg
597,598,9473.0,2,9473.0,99.07,SG,3272.0,Gams
598,599,1237.0,2,1237.0,100.0,GE,6603.0,Avully
599,600,1562.0,2,1562.0,0.14,FR,2029.0,Montagny (FR)
600,601,1753.0,2,1753.0,1.54,FR,2183.0,Corminboeuf
601,602,6045.0,2,6045.0,99.65,LU,1063.0,Meggen
602,603,4124.0,2,4124.0,100.0,BL,2774.0,Schönenbuch
603,604,2608.0,2,2608.0,0.78,BE,431.0,Corgémont
604,605,3462.0,2,3462.0,28.94,BE,951.0,Affoltern im Emmental
605,606,9305.0,2,9305.0,93.17,SG,3211.0,Berg (SG)
606,607,1288.0,2,1288.0,100.0,GE,6601.0,Aire-la-Ville
607,608,7512.0,2,7512.0,5.54,GR,3787.0,St. Moritz
608,609,8117.0,2,8117.0,50.13,ZH,193.0,Fällanden
609,610,8580.0,2,8580.0,0.51,SG,3202.0,Muolen
610,611,8877.0,2,8877.0,18.85,SG,3295.0,Quarten
611,612,1482.0,2,1482.0,76.69,FR,2011.0,Cugy (FR)
612,613,2606.0,2,2606.0,90.41,BE,431.0,Corgémont
613,614,2830.0,2,2830.0,85.76,JU,6708.0,Courrendlin
614,615,1018.0,2,1018.0,9.99,VD,5586.0,Lausanne
615,616,4103.0,2,4103.0,99.51,BL,2767.0,Bottmingen
616,617,9436.0,2,9436.0,86.87,SG,3232.0,Balgach
617,618,4565.0,2,4565.0,100.0,SO,2530.0,Recherswil
618,619,3004.0,2,3004.0,3.14,BE,351.0,Bern
619,620,2022.0,2,2022.0,0.2,NE,6408.0,Cortaillod
620,621,7545.0,2,7545.0,6.21,GR,3762.0,Scuol
621,622,4532.0,2,4532.0,100.0,SO,2544.0,Feldbrunnen-St. Niklaus
622,623,4533.0,2,4533.0,81.08,SO,2554.0,Riedholz
623,624,9425.0,2,9425.0,1.99,AR,3038.0,Wolfhalden
624,625,4934.0,2,4934.0,65.06,BE,332.0,Madiswil
625,626,4208.0,2,4208.0,99.72,SO,2621.0,Nunningen
626,627,4207.0,2,4207.0,100.0,BL,2883.0,Bretzwil
627,628,3963.0,2,3963.0,29.48,VS,6239.0,Icogne
628,629,7083.0,2,7083.0,100.0,GR,3513.0,Lantsch/Lenz
629,630,1804.0,2,1804.0,45.19,VD,5884.0,Corsier-sur-Vevey
630,631,1258.0,2,1258.0,2.07,GE,6605.0,Bardonnex
631,632,1580.0,2,1580.0,0.87,FR,2053.0,Belmont-Broye
632,633,4657.0,2,4657.0,98.94,SO,2573.0,Dulliken
633,634,2034.0,2,2034.0,100.0,NE,6412.0,Peseux
634,635,1720.0,2,1720.0,0.15,FR,2175.0,Belfaux
635,636,4571.0,2,4571.0,99.66,SO,2455.0,Lüterkofen-Ichertswil
636,637,4402.0,2,4402.0,99.5,BL,2824.0,Frenkendorf
637,638,4658.0,2,4658.0,100.0,SO,2572.0,Däniken
638,639,1615.0,2,1615.0,100.0,FR,2323.0,Bossonnens
639,640,6064.0,2,6064.0,77.54,OW,1404.0,Kerns
640,641,4577.0,2,4577.0,10.57,SO,2465.0,Buchegg
641,642,1656.0,2,1656.0,99.05,FR,2138.0,Jaun
642,643,1211.0,2,,,,,
643,644,6039.0,2,6039.0,1.99,LU,1065.0,Root
644,645,4247.0,2,4247.0,100.0,SO,2617.0,Grindel
645,646,4225.0,2,4225.0,97.61,BL,2782.0,Brislach
646,647,7554.0,2,7554.0,26.15,GR,3762.0,Scuol
647,648,5013.0,2,5013.0,100.0,SO,2495.0,Niedergösgen
648,649,4107.0,2,4107.0,100.0,BL,2768.0,Ettingen
649,650,9315.0,2,9315.0,0.27,SG,3201.0,Häggenschwil
650,651,3005.0,2,3005.0,5.22,BE,351.0,Bern
651,652,1424.0,2,1424.0,100.0,VD,5553.0,Champagne
652,653,8268.0,2,8268.0,66.37,TG,4851.0,Salenstein
653,654,2053.0,2,2053.0,10.58,NE,6487.0,Val-de-Ruz
654,655,1847.0,2,1847.0,100.0,VD,5412.0,Rennaz
655,656,3074.0,2,3074.0,51.07,BE,356.0,Muri bei Bern
656,657,3803.0,2,3803.0,90.99,BE,571.0,Beatenberg
657,658,6133.0,2,6133.0,92.32,LU,1132.0,Hergiswil bei Willisau
658,659,3178.0,2,3178.0,99.15,FR,2295.0,Bösingen
659,660,2518.0,2,2518.0,96.98,BE,724.0,Nods
660,661,2105.0,2,2105.0,0.57,NE,6437.0,Les Ponts-de-Martel
661,662,4563.0,2,4563.0,100.0,SO,2519.0,Gerlafingen
662,663,6170.0,2,6170.0,0.16,LU,1004.0,Flühli
663,664,3297.0,2,3297.0,100.0,BE,388.0,Leuzigen
664,665,4656.0,2,4656.0,98.5,SO,2584.0,Starrkirch-Wil
665,666,1616.0,2,1616.0,80.29,FR,2321.0,Attalens
666,667,3175.0,2,3175.0,33.93,FR,2309.0,Wünnewil-Flamatt
667,668,1261.0,2,1261.0,100.0,VD,5429.0,Longirod
668,669,7220.0,2,7220.0,69.2,GR,3962.0,Schiers
669,670,7432.0,2,7432.0,100.0,GR,3712.0,Zillis-Reischen
670,671,7440.0,2,7440.0,76.4,GR,3701.0,Andeer
671,672,8405.0,2,8405.0,1.16,ZH,226.0,Schlatt (ZH)
672,673,8635.0,2,8635.0,62.97,ZH,113.0,Dürnten
673,674,4126.0,2,4126.0,100.0,BS,2702.0,Bettingen
674,675,7482.0,2,7482.0,50.0,GR,3544.0,Bergün Filisur
675,676,7530.0,2,7530.0,54.92,GR,3746.0,Zernez
676,677,4414.0,2,4414.0,100.0,BL,2825.0,Füllinsdorf
677,678,8444.0,2,8444.0,100.0,ZH,31.0,Henggart
678,679,8868.0,2,8868.0,7.94,GL,1630.0,Glarus Nord
679,680,8308.0,2,8308.0,0.76,ZH,172.0,Fehraltorf
680,681,8000.0,2,,,,,
681,682,8332.0,2,8332.0,74.23,ZH,178.0,Russikon
682,683,7246.0,2,7246.0,25.05,GR,3891.0,Luzein
683,684,8422.0,2,8422.0,100.0,ZH,224.0,Pfungen
684,685,3032.0,2,3032.0,0.39,BE,351.0,Bern
685,686,3702.0,2,3702.0,0.27,BE,562.0,Aeschi bei Spiez
686,687,6372.0,2,6372.0,99.33,NW,1506.0,Ennetmoos
687,688,6376.0,2,6376.0,2.49,NW,1501.0,Beckenried
688,689,4438.0,2,4438.0,0.38,SO,2425.0,Holderbank (SO)
689,690,4922.0,2,4922.0,0.87,BE,321.0,Aarwangen
690,691,3043.0,2,3043.0,19.6,BE,360.0,Wohlen bei Bern
691,692,8032.0,2,8032.0,5.92,ZH,261.0,Zürich
692,693,9533.0,2,9533.0,43.23,SG,3392.0,Kirchberg (SG)
693,694,3127.0,2,3127.0,100.0,BE,874.0,Lohnstorf
694,695,4434.0,2,4434.0,0.23,BL,2882.0,Bennwil
695,696,8320.0,2,8320.0,99.24,ZH,172.0,Fehraltorf
696,697,6260.0,2,6260.0,0.15,LU,1125.0,Dagmersellen
697,698,6410.0,2,6410.0,6.93,SZ,1311.0,Gersau
698,699,3052.0,2,3052.0,100.0,BE,361.0,Zollikofen
699,700,6233.0,2,6233.0,100.0,LU,1082.0,Büron
700,701,8051.0,2,8051.0,0.23,ZH,191.0,Dübendorf
701,702,9477.0,2,9477.0,21.5,SG,3276.0,Wartau
702,703,2775.0,2,,,,,
703,704,8049.0,2,8049.0,6.1,ZH,261.0,Zürich
704,705,4830.0,2,,,,,
705,706,8488.0,2,8488.0,0.51,ZH,182.0,Wildberg
706,707,1854.0,2,1854.0,100.0,VD,5407.0,Leysin
707,708,8623.0,2,8623.0,32.41,ZH,121.0,Wetzikon (ZH)
708,709,9604.0,2,9604.0,82.2,SG,3393.0,Lütisburg
709,710,8573.0,2,8573.0,34.28,TG,4666.0,Kemmental
710,711,7232.0,2,7232.0,100.0,GR,3862.0,Furna
711,712,7744.0,2,7744.0,12.81,GR,3551.0,Brusio
712,713,7189.0,2,7189.0,29.86,GR,3986.0,Tujetsch
713,714,7527.0,2,7527.0,10.62,GR,3746.0,Zernez
714,715,7532.0,2,7532.0,12.0,GR,3847.0,Val Müstair
715,716,8852.0,2,8852.0,99.93,SZ,1341.0,Altendorf
716,717,7743.0,2,7743.0,48.75,GR,3551.0,Brusio
717,718,8804.0,2,8804.0,18.96,ZH,293.0,Wädenswil
718,719,2544.0,2,2544.0,100.0,SO,2543.0,Bettlach
719,720,1958.0,2,1958.0,0.32,VS,6082.0,Ayent
720,721,8607.0,2,8607.0,100.0,ZH,119.0,Seegräben
721,722,7502.0,2,7502.0,100.0,GR,3781.0,Bever
722,723,8307.0,2,8307.0,0.03,ZH,199.0,Volketswil
723,724,7166.0,2,7166.0,77.56,GR,3987.0,Trun
724,725,2545.0,2,2545.0,99.9,SO,2556.0,Selzach
725,726,8603.0,2,8603.0,0.03,ZH,191.0,Dübendorf
726,727,7523.0,2,7523.0,100.0,GR,3783.0,Madulain
727,728,6000.0,2,6000.0,0.01,LU,1061.0,Luzern
728,729,7741.0,2,7741.0,16.6,GR,3561.0,Poschiavo
729,730,4432.0,2,4432.0,100.0,BL,2887.0,Lampenberg
730,731,1026.0,1,1026.0,100.0,VD,5632.0,Denges
731,732,5452.0,1,5452.0,100.0,AG,4037.0,Oberrohrdorf
732,733,3436.0,1,3436.0,54.71,BE,903.0,Lauperswil
733,734,2126.0,1,2126.0,98.85,NE,6511.0,Les Verrières
734,735,1418.0,1,1418.0,100.0,VD,5539.0,Vuarrens
735,736,4460.0,1,4460.0,99.15,BL,2846.0,Gelterkinden
736,737,6929.0,1,6929.0,100.0,TI,5187.0,Gravesano
737,738,6110.0,1,6110.0,0.45,LU,1001.0,Doppleschwand
738,739,8618.0,1,8618.0,100.0,ZH,157.0,Oetwil am See
739,740,6247.0,1,6247.0,1.94,LU,1126.0,Ebersecken
740,741,9246.0,1,9246.0,97.67,SG,3422.0,Niederbüren
741,742,5512.0,1,5512.0,99.15,AG,4046.0,Wohlenschwil
742,743,1510.0,1,1510.0,100.0,VD,5678.0,Moudon
743,744,5603.0,1,5603.0,100.0,AG,4210.0,Staufen
744,745,3122.0,1,3122.0,0.01,BE,355.0,Köniz
745,746,3982.0,1,3982.0,0.79,VS,6010.0,Termen
746,747,6592.0,1,6592.0,0.4,TI,5002.0,Bellinzona
747,748,3512.0,1,3512.0,64.35,BE,626.0,Walkringen
748,749,8409.0,1,8409.0,3.05,ZH,230.0,Winterthur
749,750,2732.0,1,2732.0,3.07,BE,450.0,Péry-La Heutte
750,751,8475.0,1,8475.0,99.63,ZH,37.0,Ossingen
751,752,3925.0,1,3925.0,100.0,VS,6285.0,Grächen
752,753,5072.0,1,5072.0,100.0,AG,4175.0,Oeschgen
753,754,2505.0,1,2505.0,2.76,BE,371.0,Biel/Bienne
754,755,6083.0,1,6083.0,27.93,BE,783.0,Hasliberg
755,756,,1,,,,,
756,757,7056.0,1,7056.0,4.13,GR,3921.0,Arosa
757,758,1522.0,1,1522.0,72.72,VD,5675.0,Lucens
758,759,3270.0,1,3270.0,99.35,BE,301.0,Aarberg
759,760,9244.0,1,9244.0,0.19,SG,3407.0,Oberuzwil
760,761,2575.0,1,2575.0,0.37,BE,497.0,Lüscherz
761,762,6964.0,1,6964.0,4.3,TI,5192.0,Lugano
762,763,8866.0,1,8866.0,1.6,GL,1630.0,Glarus Nord
763,764,6314.0,1,6314.0,0.25,ZG,1701.0,Baar
764,765,3434.0,1,3434.0,99.55,BE,613.0,Landiswil
765,766,3184.0,1,3184.0,0.12,FR,2295.0,Bösingen
766,767,8046.0,1,8046.0,5.19,ZH,261.0,Zürich
767,768,7077.0,1,7077.0,32.14,GR,3506.0,Vaz/Obervaz
768,769,1442.0,1,1442.0,100.0,VD,5922.0,Montagny-près-Yverdon
769,770,8954.0,1,8954.0,87.2,ZH,244.0,Geroldswil
770,771,3814.0,1,3814.0,99.18,BE,577.0,Gsteigwiler
771,772,1225.0,1,1225.0,100.0,GE,6613.0,Chêne-Bourg
772,773,8555.0,1,8555.0,100.0,TG,4831.0,Müllheim
773,774,6274.0,1,6274.0,3.38,LU,1023.0,Ballwil
774,775,2557.0,1,2557.0,0.04,BE,306.0,Lyss
775,776,3455.0,1,3455.0,10.22,BE,957.0,Sumiswald
776,777,5210.0,1,5210.0,0.06,AG,4095.0,Brugg
777,778,1197.0,1,1197.0,99.48,VD,5725.0,Prangins
778,779,3954.0,1,3954.0,100.0,VS,6111.0,Leukerbad
779,780,2800.0,1,2800.0,0.1,JU,6708.0,Courrendlin
780,781,6182.0,1,6182.0,48.02,LU,1010.0,Escholzmatt-Marbach
781,782,1031.0,1,1031.0,100.0,VD,5489.0,Mex (VD)
782,783,3945.0,1,3945.0,1.89,VS,6110.0,Leuk
783,784,6344.0,1,6344.0,100.0,LU,1064.0,Meierskappel
784,785,3380.0,1,3380.0,100.0,BE,990.0,Walliswil bei Niederbipp
785,786,,1,,,,,
786,787,4461.0,1,4461.0,99.76,BL,2842.0,Böckten
787,788,8045.0,1,8045.0,3.08,ZH,261.0,Zürich
788,789,5332.0,1,5332.0,100.0,AG,4315.0,Rekingen (AG)
789,790,8104.0,1,8104.0,79.41,ZH,251.0,Weiningen (ZH)
790,791,5064.0,1,5064.0,100.0,AG,4181.0,Wittnau
791,792,1009.0,1,1009.0,97.91,VD,5590.0,Pully
792,793,8608.0,1,8608.0,47.98,ZH,112.0,Bubikon
793,794,4936.0,1,4936.0,16.77,BE,332.0,Madiswil
794,795,8467.0,1,8467.0,100.0,ZH,41.0,Truttikon
795,796,3508.0,1,3508.0,86.62,BE,602.0,Arni (BE)
796,797,3065.0,1,3065.0,95.67,BE,352.0,Bolligen
797,798,8842.0,1,8842.0,14.0,SZ,1368.0,Oberiberg
798,799,7413.0,1,7413.0,47.46,GR,3633.0,Fürstenau
799,800,3068.0,1,3068.0,35.95,BE,359.0,Vechigen
800,801,5623.0,1,5623.0,98.01,AG,4228.0,Boswil
801,802,3254.0,1,3254.0,2.29,BE,310.0,Rapperswil (BE)
802,803,8213.0,1,8213.0,99.46,SH,2904.0,Neunkirch
803,804,5330.0,1,5330.0,100.0,AG,4323.0,Bad Zurzach
804,805,6022.0,1,6022.0,0.25,LU,1083.0,Buttisholz
805,806,3966.0,1,3966.0,54.98,VS,6232.0,Chalais
806,807,5303.0,1,5303.0,100.0,AG,4047.0,Würenlingen
807,808,6016.0,1,6016.0,0.3,LU,1061.0,Luzern
808,809,8317.0,1,8317.0,30.75,ZH,176.0,Lindau
809,810,9423.0,1,9423.0,16.17,SG,3237.0,Thal
810,811,1921.0,1,1921.0,70.84,VS,6137.0,Martigny-Combe
811,812,7710.0,1,7710.0,0.59,GR,3561.0,Poschiavo
812,813,7457.0,1,7457.0,9.08,GR,3543.0,Surses
813,814,1660.0,1,1660.0,97.51,VD,5841.0,Château-d'Oex
814,815,1884.0,1,1884.0,28.56,VD,5409.0,Ollon
815,816,1789.0,1,1789.0,27.58,FR,2284.0,Mont-Vully
816,817,1254.0,1,1254.0,3.45,GE,6624.0,Gy
817,818,8496.0,1,8496.0,44.77,ZH,114.0,Fischenthal
818,819,3752.0,1,3752.0,99.73,BE,769.0,Wimmis
819,820,1788.0,1,1788.0,10.84,FR,2284.0,Mont-Vully
820,821,6122.0,1,6122.0,0.11,LU,1107.0,Wolhusen
821,822,8717.0,1,8717.0,99.78,SG,3312.0,Benken (SG)
822,823,8154.0,1,8154.0,100.0,ZH,92.0,Oberglatt
823,824,,1,,,,,
824,825,5953.0,1,,,,,
825,826,8526.0,1,8526.0,52.68,TG,4601.0,Neunforn
826,827,8127.0,1,8127.0,9.46,ZH,154.0,Küsnacht (ZH)
827,828,3298.0,1,3298.0,100.0,BE,391.0,Oberwil bei Büren
828,829,3126.0,1,3126.0,100.0,BE,869.0,Kaufdorf
829,830,3465.0,1,3465.0,84.26,BE,952.0,Dürrenroth
830,831,4310.0,1,4310.0,98.5,AG,4258.0,Rheinfelden
831,832,8452.0,1,8452.0,100.0,ZH,21.0,Adlikon
832,833,6222.0,1,6222.0,26.92,LU,1081.0,Beromünster
833,834,7563.0,1,7563.0,37.42,GR,3752.0,Samnaun
834,835,1093.0,1,1093.0,25.95,VD,5606.0,Lutry
835,836,8964.0,1,8964.0,0.11,AG,4062.0,Berikon
836,837,7546.0,1,7546.0,14.69,GR,3762.0,Scuol
837,838,6285.0,1,6285.0,43.45,LU,1030.0,Hitzkirch
838,839,6434.0,1,6434.0,100.0,SZ,1363.0,Illgau
839,840,1123.0,1,1123.0,100.0,VD,5621.0,Aclens
840,841,6055.0,1,6055.0,81.37,OW,1401.0,Alpnach
841,842,8192.0,1,8192.0,99.83,ZH,58.0,Glattfelden
842,843,9240.0,1,9240.0,7.67,SG,3407.0,Oberuzwil
843,844,60200.0,1,,,,,
844,845,7533.0,1,7533.0,8.13,GR,3847.0,Val Müstair
845,846,1670.0,1,1670.0,52.79,FR,2102.0,Ursy
846,847,1452.0,1,1452.0,32.11,VD,5552.0,Bullet
847,848,9536.0,1,9536.0,49.91,SG,3405.0,Jonschwil
848,849,2746.0,1,2746.0,91.83,BE,691.0,Crémines
849,850,5304.0,1,5304.0,84.43,AG,4305.0,Endingen
850,851,3177.0,1,3177.0,1.43,BE,662.0,Ferenbalm
851,852,7206.0,1,7206.0,40.38,GR,3955.0,Landquart
852,853,5405.0,1,5405.0,16.96,AG,4021.0,Baden
853,854,6078.0,1,6078.0,100.0,OW,1405.0,Lungern
